               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
 DSO 2      131,          ,          ,          ,          ,3.89E-01,1.11E-01,5.08E-01,1.23E-02,1366742,
 DSO 1      137,5.08E-01,-5.95E-01,4.762,3.14E-02,          ,          ,          ,          ,1370000,
 DSO 2      132,          ,          ,          ,          ,4.88E-01,1.11E-01,5.16E-02,1.55E-02,1376742,
 DSO 1      138,6.03E-01,1.587,2.579,6.71E-02,          ,          ,          ,          ,1380000,
 DSO 2      133,          ,          ,          ,          ,2.90E-01,4.68E-01,-4.76E-02,9.13E-03,1386742,
 DSO 1      139,7.94E-01,-5.95E-01,4.96,2.34E-02,          ,          ,          ,          ,1390000,
 DSO 2      134,          ,          ,          ,          ,-1.27E-01,3.10E-01,3.29E-01,1.31E-02,1396742,
 DSO 1      140,9.52E-01,-9.92E-01,2.976,5.32E-02,          ,          ,          ,          ,1400000,
 DSO 2      135,          ,          ,          ,          ,3.69E-01,2.90E-01,2.70E-01,9.52E-03,1406742,
 DSO 1      141,8.41E-01,-9.92E-01,3.97E-01,4.52E-02,          ,          ,          ,          ,1410000,
 DSO 2      136,          ,          ,          ,          ,4.88E-01,3.89E-01,2.90E-01,1.83E-02,1416742,
 DSO 1      142,6.51E-01,2.579,3.373,9.09E-02,          ,          ,          ,          ,1420000,
 DSO 2      137,          ,          ,          ,          ,3.29E-01,4.88E-01,3.89E-01,1.67E-02,1426742,
 DSO 1      143,9.05E-01,2.183,2.381,6.31E-02,          ,          ,          ,          ,1430000,
 DSO 2      138,          ,          ,          ,          ,3.49E-01,2.50E-01,4.29E-01,7.94E-03,1436742,
 DSO 1      144,8.41E-01,-1.786,3.77,5.32E-02,          ,          ,          ,          ,1440000,
 DSO 2      139,          ,          ,          ,          ,2.50E-01,3.18E-02,6.87E-01,1.98E-02,1446742,
 DSO 1      145,8.41E-01,-7.94E-01,3.373,4.92E-02,          ,          ,          ,          ,1450000,
 DSO 2      140,          ,          ,          ,          ,3.10E-01,7.14E-02,4.88E-01,1.91E-02,1456742,
 DSO 1      146,7.62E-01,3.97E-01,3.373,7.30E-02,          ,          ,          ,          ,1460000,
 DSO 2      141,          ,          ,          ,          ,3.18E-02,4.09E-01,1.31E-01,1.55E-02,1466742,
 DSO 1      147,6.83E-01,9.92E-01,2.381,5.91E-02,          ,          ,          ,          ,1470000,
 DSO 2      142,          ,          ,          ,          ,1.11E-01,1.71E-01,1.51E-01,1.39E-02,1476742,
 DSO 1      148,9.52E-01,-1.19,-5.95E-01,1.01E-01,          ,          ,          ,          ,1480000,
 DSO 2      143,          ,          ,          ,          ,1.91E-01,5.16E-02,2.30E-01,3.97E-03,1486742,
 DSO 1      149,7.94E-01,-3.571,1.786,4.72E-02,          ,          ,          ,          ,1490000,
 DSO 2      144,          ,          ,          ,          ,3.69E-01,1.51E-01,9.13E-02,1.43E-02,1496742,
 DSO 1      150,6.98E-01,3.77,1.786,1.13E-01,          ,          ,          ,          ,1500000,
 DSO 2      145,          ,          ,          ,          ,2.10E-01,2.30E-01,4.88E-01,7.14E-03,1506742,
 DSO 1      151,8.73E-01,5.95E-01,2.778,7.10E-02,          ,          ,          ,          ,1510000,
 DSO 2      146,          ,          ,          ,          ,5.68E-01,4.29E-01,3.10E-01,1.51E-02,1516742,
 DSO 1      152,8.25E-01,-2.579,1.587,3.33E-02,          ,          ,          ,          ,1520000,
 DSO 2      147,          ,          ,          ,          ,3.10E-01,1.19E-02,2.50E-01,1.63E-02,1526742,
 DSO 1      153,7.14E-01,-3.571,1.587,3.14E-02,          ,          ,          ,          ,1530000,
 DSO 2      148,          ,          ,          ,          ,4.48E-01,2.10E-01,2.30E-01,1.67E-02,1536742,
 DSO 1      154,6.83E-01,-7.94E-01,-7.94E-01,5.12E-02,          ,          ,          ,          ,1540000,
 DSO 2      149,          ,          ,          ,          ,2.50E-01,3.10E-01,6.67E-01,1.55E-02,1546742,
 DSO 1      155,8.41E-01,1.98E-01,4.762,4.52E-02,          ,          ,          ,          ,1550000,
 DSO 2      150,          ,          ,          ,          ,1.71E-01,1.11E-01,3.10E-01,7.94E-03,1556742,
 DSO 1      156,5.71E-01,0,1.389,8.49E-02,          ,          ,          ,          ,1560000,
 DSO 2      151,          ,          ,          ,          ,3.69E-01,1.91E-01,2.50E-01,1.23E-02,1566742,
 DSO 1      157,1.032,7.94E-01,0,3.93E-02,          ,          ,          ,          ,1570000,
 DSO 2      152,          ,          ,          ,          ,4.68E-01,3.69E-01,2.30E-01,1.51E-02,1576742,
 DSO 1      158,9.37E-01,1.19,4.365,5.91E-02,          ,          ,          ,          ,1580000,
 DSO 2      153,          ,          ,          ,          ,4.88E-01,4.68E-01,4.48E-01,1.27E-02,1586742,
 DSO 1      159,7.30E-01,5.95E-01,3.77,6.71E-02,          ,          ,          ,          ,1590000,
 DSO 2      154,          ,          ,          ,          ,4.88E-01,9.13E-02,4.48E-01,8.73E-03,1596742,
 DSO 1      160,8.41E-01,7.94E-01,2.183,6.91E-02,          ,          ,          ,          ,1600000,
 DSO 2      155,          ,          ,          ,          ,6.27E-01,7.14E-02,2.30E-01,9.52E-03,1606742,
 DSO 1      161,7.78E-01,-2.381,4.365,1.35E-02,          ,          ,          ,          ,1610000,
 DSO 2      156,          ,          ,          ,          ,1.19E-02,2.30E-01,3.69E-01,2.30E-02,1616742,
 DSO 1      162,6.19E-01,-1.587,5.159,1.55E-02,          ,          ,          ,          ,1620000,
 DSO 2      157,          ,          ,          ,          ,2.50E-01,9.13E-02,3.10E-01,2.38E-02,1626742,
 DSO 1      163,7.94E-01,-9.92E-01,2.778,5.32E-02,          ,          ,          ,          ,1630000,
 DSO 2      158,          ,          ,          ,          ,4.68E-01,5.16E-02,3.29E-01,6.75E-03,1636742,
 DSO 1      164,7.78E-01,-5.95E-01,3.175,7.54E-03,          ,          ,          ,          ,1640000,
 DSO 2      159,          ,          ,          ,          ,4.48E-01,1.91E-01,4.48E-01,1.07E-02,1646742,
 DSO 1      165,8.10E-01,1.19,1.984,6.91E-02,          ,          ,          ,          ,1650000,
 DSO 2      160,          ,          ,          ,          ,2.10E-01,3.49E-01,-2.78E-02,1.39E-02,1656742,
 DSO 1      166,6.19E-01,1.389,4.167,7.90E-02,          ,          ,          ,          ,1660000,
 DSO 2      161,          ,          ,          ,          ,9.13E-02,-4.76E-02,2.50E-01,1.59E-02,1666742,
 DSO 1      167,1.048,3.175,5.556,8.29E-02,          ,          ,          ,          ,1670000,
 DSO 2      162,          ,          ,          ,          ,1.71E-01,-1.27E-01,4.09E-01,1.47E-02,1676742,
 DSO 1      168,7.78E-01,1.786,2.976,5.71E-02,          ,          ,          ,          ,1680000,
 DSO 2      163,          ,          ,          ,          ,-1.07E-01,3.49E-01,3.10E-01,1.63E-02,1686742,
 DSO 1      169,8.10E-01,-3.175,2.778,2.94E-02,          ,          ,          ,          ,1690000,
 DSO 2      164,          ,          ,          ,          ,5.68E-01,3.69E-01,2.50E-01,2.18E-02,1696742,
 DSO 1      170,8.25E-01,1.98E-01,1.587,2.14E-02,          ,          ,          ,          ,1700000,
 DSO 2      165,          ,          ,          ,          ,1.31E-01,3.18E-02,4.68E-01,1.47E-02,1706742,
 DSO 1      171,6.83E-01,0,2.778,4.13E-02,          ,          ,          ,          ,1710000,
 DSO 2      166,          ,          ,          ,          ,1.51E-01,3.89E-01,3.29E-01,1.23E-02,1716742,
 DSO 1      172,8.10E-01,1.587,1.19,4.33E-02,          ,          ,          ,          ,1720000,
 DSO 2      167,          ,          ,          ,          ,5.16E-02,-1.07E-01,1.19E-02,7.54E-03,1726742,
 DSO 1      173,6.51E-01,-9.92E-01,2.381,4.13E-02,          ,          ,          ,          ,1730000,
 DSO 2      168,          ,          ,          ,          ,4.29E-01,4.48E-01,3.69E-01,1.39E-02,1736742,
 DSO 1      174,1.016,-1.389,4.563,8.29E-02,          ,          ,          ,          ,1740000,
 DSO 2      169,          ,          ,          ,          ,1.51E-01,5.16E-02,4.29E-01,1.35E-02,1746742,
 DSO 1      175,7.94E-01,5.95E-01,1.587,6.31E-02,          ,          ,          ,          ,1750000,
 DSO 2      170,          ,          ,          ,          ,3.69E-01,1.91E-01,8.06E-01,1.31E-02,1756742,
 DSO 1      176,7.46E-01,2.579,3.77,7.90E-02,          ,          ,          ,          ,1760000,
 DSO 2      171,          ,          ,          ,          ,-4.76E-02,5.16E-02,1.91E-01,1.71E-02,1766742,
 DSO 1      177,6.03E-01,7.94E-01,2.381,3.53E-02,          ,          ,          ,          ,1770000,
 DSO 2      172,          ,          ,          ,          ,4.68E-01,1.31E-01,7.86E-01,1.91E-02,1776742,
 DSO 1      178,5.56E-01,-7.94E-01,2.976,5.12E-02,          ,          ,          ,          ,1780000,
 DSO 2      173,          ,          ,          ,          ,6.47E-01,3.89E-01,2.50E-01,1.47E-02,1786742,
 DSO 1      179,5.56E-01,1.389,4.167,5.52E-02,          ,          ,          ,          ,1790000,
 DSO 2      174,          ,          ,          ,          ,1.91E-01,9.13E-02,1.71E-01,8.33E-03,1796742,
 DSO 1      180,5.08E-01,-1.984,2.183,2.14E-02,          ,          ,          ,          ,1800000,
 DSO 2      175,          ,          ,          ,          ,5.16E-02,2.90E-01,-4.76E-02,3.18E-03,1806742,
 DSO 1      181,7.94E-01,-2.778,4.762,7.10E-02,          ,          ,          ,          ,1810000,
 DSO 2      176,          ,          ,          ,          ,2.70E-01,-1.47E-01,5.16E-02,8.33E-03,1816742,
 DSO 1      182,6.83E-01,4.167,1.389,7.70E-02,          ,          ,          ,          ,1820000,
 DSO 2      177,          ,          ,          ,          ,2.90E-01,9.13E-02,4.88E-01,1.31E-02,1826742,
 DSO 1      183,9.37E-01,3.97E-01,3.968,1.01E-01,          ,          ,          ,          ,1830000,
 DSO 2      178,          ,          ,          ,          ,3.89E-01,4.09E-01,4.68E-01,3.18E-03,1836742,
 DSO 1      184,7.78E-01,1.19,1.389,4.13E-02,          ,          ,          ,          ,1840000,
 DSO 2      179,          ,          ,          ,          ,2.50E-01,1.51E-01,3.49E-01,1.55E-02,1846742,
 DSO 1      185,8.25E-01,7.94E-01,1.984,6.11E-02,          ,          ,          ,          ,1850000,
 DSO 2      180,          ,          ,          ,          ,9.13E-02,2.10E-01,3.49E-01,2.22E-02,1856742,
 DSO 1      186,5.24E-01,7.94E-01,4.96,3.53E-02,          ,          ,          ,          ,1860000,
 DSO 2      181,          ,          ,          ,          ,2.10E-01,2.30E-01,4.29E-01,1.71E-02,1866742,
 DSO 1      187,6.67E-01,-5.95E-01,1.984,6.51E-02,          ,          ,          ,          ,1870000,
 DSO 2      182,          ,          ,          ,          ,1.51E-01,-1.27E-01,5.87E-01,1.71E-02,1876742,
 DSO 1      188,7.14E-01,1.98E-01,0,5.52E-02,          ,          ,          ,          ,1880000,
 DSO 2      183,          ,          ,          ,          ,5.16E-02,3.69E-01,1.71E-01,1.03E-02,1886742,
 DSO 1      189,8.57E-01,2.778,1.19,6.11E-02,          ,          ,          ,          ,1890000,
 DSO 2      184,          ,          ,          ,          ,1.91E-01,1.91E-01,2.30E-01,6.35E-03,1896742,
 DSO 1      190,9.37E-01,2.579,5.95E-01,5.32E-02,          ,          ,          ,          ,1900000,
 DSO 2      185,          ,          ,          ,          ,1.51E-01,2.90E-01,2.70E-01,1.15E-02,1906742,
 DSO 1      191,8.57E-01,3.571,1.98E-01,6.11E-02,          ,          ,          ,          ,1910000,
 DSO 2      186,          ,          ,          ,          ,5.87E-01,1.91E-01,4.09E-01,5.95E-03,1916742,
 DSO 1      192,7.46E-01,3.175,2.183,5.71E-02,          ,          ,          ,          ,1920000,
 DSO 2      187,          ,          ,          ,          ,3.49E-01,1.31E-01,2.90E-01,1.27E-02,1926742,
 DSO 1      193,9.52E-01,-1.786,-1.98E-01,4.33E-02,          ,          ,          ,          ,1930000,
 DSO 2      188,          ,          ,          ,          ,3.69E-01,1.91E-01,5.48E-01,7.14E-03,1936742,
 DSO 1      194,7.46E-01,-1.98E-01,3.968,5.71E-02,          ,          ,          ,          ,1940000,
 DSO 2      189,          ,          ,          ,          ,3.89E-01,2.50E-01,3.10E-01,1.39E-02,1946742,
 DSO 1      195,7.78E-01,-9.92E-01,2.381,5.71E-02,          ,          ,          ,          ,1950000,
 DSO 2      190,          ,          ,          ,          ,3.10E-01,3.89E-01,5.08E-01,1.23E-02,1956742,
 DSO 1      196,5.08E-01,1.389,2.381,4.33E-02,          ,          ,          ,          ,1960000,
 DSO 2      191,          ,          ,          ,          ,3.10E-01,1.31E-01,-2.46E-01,8.73E-03,1966742,
 DSO 1      197,6.98E-01,-1.786,3.77,2.94E-02,          ,          ,          ,          ,1970000,
 DSO 2      192,          ,          ,          ,          ,1.11E-01,4.09E-01,-2.06E-01,1.31E-02,1976742,
 DSO 1      198,6.98E-01,3.97E-01,3.968,4.92E-02,          ,          ,          ,          ,1980000,
 DSO 2      193,          ,          ,          ,          ,3.18E-02,3.69E-01,4.88E-01,1.11E-02,1986742,
 DSO 1      199,1,1.19,3.373,6.11E-02,          ,          ,          ,          ,1990000,
 DSO 2      194,          ,          ,          ,          ,3.89E-01,3.18E-02,3.69E-01,5.56E-03,1996742,
 DSO 1      200,8.25E-01,-9.92E-01,2.976,7.70E-02,          ,          ,          ,          ,2000000,
 DSO 2      195,          ,          ,          ,          ,1.31E-01,3.18E-02,3.49E-01,1.19E-02,2006742,
 DSO 1      201,5.40E-01,1.587,4.167,6.71E-02,          ,          ,          ,          ,2010000,
 DSO 2      196,          ,          ,          ,          ,3.69E-01,5.16E-02,4.09E-01,1.75E-02,2016742,
 DSO 1      202,5.08E-01,-2.976,5.952,5.71E-02,          ,          ,          ,          ,2020000,
 DSO 2      197,          ,          ,          ,          ,2.90E-01,3.69E-01,7.46E-01,1.19E-02,2026742,
 DSO 1      203,4.29E-01,-2.183,1.587,5.32E-02,          ,          ,          ,          ,2030000,
 DSO 2      198,          ,          ,          ,          ,2.10E-01,1.11E-01,6.27E-01,2.06E-02,2036742,
 DSO 1      204,6.98E-01,-1.587,-5.95E-01,6.51E-02,          ,          ,          ,          ,2040000,
 DSO 2      199,          ,          ,          ,          ,1.31E-01,2.10E-01,2.10E-01,1.07E-02,2046742,
 DSO 1      205,6.19E-01,0,3.77,4.92E-02,          ,          ,          ,          ,2050000,
 DSO 2      200,          ,          ,          ,          ,3.89E-01,1.51E-01,-2.78E-02,9.92E-03,2056742,
 DSO 1      206,8.89E-01,3.571,5.952,5.91E-02,          ,          ,          ,          ,2060000,
 DSO 2      201,          ,          ,          ,          ,1.11E-01,2.50E-01,3.49E-01,9.92E-03,2066742,
 DSO 1      207,7.94E-01,-5.95E-01,2.778,8.89E-02,          ,          ,          ,          ,2070000,
 DSO 2      202,          ,          ,          ,          ,1.51E-01,4.09E-01,2.50E-01,1.19E-03,2076742,
 DSO 1      208,8.73E-01,2.579,4.167,8.10E-02,          ,          ,          ,          ,2080000,
 DSO 2      203,          ,          ,          ,          ,3.29E-01,2.90E-01,4.09E-01,1.63E-02,2086742,
 DSO 1      209,7.46E-01,2.579,9.92E-01,6.91E-02,          ,          ,          ,          ,2090000,
 DSO 2      204,          ,          ,          ,          ,2.10E-01,2.10E-01,1.51E-01,1.67E-02,2096742,
 DSO 1      210,4.92E-01,0,4.167,5.32E-02,          ,          ,          ,          ,2100000,
 DSO 2      205,          ,          ,          ,          ,4.48E-01,1.19E-02,4.48E-01,1.91E-02,2106742,
 DSO 1      211,7.94E-01,-5.95E-01,3.97E-01,5.12E-02,          ,          ,          ,          ,2110000,
 DSO 2      206,          ,          ,          ,          ,1.91E-01,2.90E-01,6.47E-01,1.98E-02,2116742,
 DSO 1      212,8.57E-01,1.19,2.778,5.12E-02,          ,          ,          ,          ,2120000,
 DSO 2      207,          ,          ,          ,          ,5.48E-01,1.91E-01,3.10E-01,1.11E-02,2126742,
 DSO 1      213,7.30E-01,1.587,1.98E-01,4.52E-02,          ,          ,          ,          ,2130000,
 DSO 2      208,          ,          ,          ,          ,3.10E-01,2.70E-01,9.13E-02,8.33E-03,2136742,
 DSO 1      214,9.05E-01,-9.92E-01,4.563,7.90E-02,          ,          ,          ,          ,2140000,
 DSO 2      209,          ,          ,          ,          ,3.18E-02,1.31E-01,3.29E-01,1.07E-02,2146742,
 DSO 1      215,8.89E-01,0,1.587,7.10E-02,          ,          ,          ,          ,2150000,
 DSO 2      210,          ,          ,          ,          ,2.10E-01,2.10E-01,9.13E-02,5.95E-03,2156742,
 DSO 1      216,6.83E-01,3.97E-01,7.94E-01,8.89E-02,          ,          ,          ,          ,2160000,
 DSO 2      211,          ,          ,          ,          ,3.89E-01,1.91E-01,5.16E-02,8.73E-03,2166742,
 DSO 1      217,7.94E-01,7.94E-01,-3.97E-01,8.29E-02,          ,          ,          ,          ,2170000,
 DSO 2      212,          ,          ,          ,          ,3.69E-01,7.14E-02,5.08E-01,2.10E-02,2176742,
 DSO 1      218,4.44E-01,-2.381,1.389,5.91E-02,          ,          ,          ,          ,2180000,
 DSO 2      213,          ,          ,          ,          ,3.89E-01,3.69E-01,2.10E-01,1.67E-02,2186742,
 DSO 1      219,6.98E-01,-7.94E-01,3.175,6.11E-02,          ,          ,          ,          ,2190000,
 DSO 2      214,          ,          ,          ,          ,3.49E-01,2.50E-01,4.88E-01,1.91E-02,2196742,
 DSO 1      220,7.30E-01,1.19,1.587,5.91E-02,          ,          ,          ,          ,2200000,
 DSO 2      215,          ,          ,          ,          ,3.89E-01,2.30E-01,2.70E-01,1.59E-02,2206742,
 DSO 1      221,6.35E-01,0,2.579,4.92E-02,          ,          ,          ,          ,2210000,
