               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,,
 DSO 2      773,          ,          ,          ,          ,3.89E-01,9.13E-02,5.68E-01,1.03E-02,7788088,
 DSO 1      779,8.10E-01,-9.92E-01,7.94E-01,3.57E-02,          ,          ,          ,          ,7790000,
 DSO 2      774,          ,          ,          ,          ,4.48E-01,3.69E-01,1.31E-01,2.30E-02,7798088,
 DSO 1      780,6.51E-01,2.579,3.968,6.19E-02,          ,          ,          ,          ,7800000,
 DSO 2      775,          ,          ,          ,          ,5.48E-01,-4.76E-02,3.29E-01,1.63E-02,7808088,
 DSO 1      781,8.89E-01,2.183,2.778,4.64E-02,          ,          ,          ,          ,7810000,
 DSO 2      776,          ,          ,          ,          ,1.51E-01,5.16E-02,5.68E-01,1.79E-02,7818088,
 DSO 1      782,7.78E-01,-2.183,4.167,4.05E-02,          ,          ,          ,          ,7820000,
 DSO 2      777,          ,          ,          ,          ,3.49E-01,1.31E-01,5.48E-01,1.35E-02,7828088,
 DSO 1      783,8.25E-01,-7.94E-01,3.77,3.69E-02,          ,          ,          ,          ,7830000,
 DSO 2      778,          ,          ,          ,          ,4.68E-01,1.31E-01,3.18E-02,1.55E-02,7838088,
 DSO 1      784,7.46E-01,-1.98E-01,3.77,5.36E-02,          ,          ,          ,          ,7840000,
 DSO 2      779,          ,          ,          ,          ,3.10E-01,4.88E-01,-4.76E-02,8.73E-03,7848088,
 DSO 1      785,6.19E-01,7.94E-01,3.175,4.17E-02,          ,          ,          ,          ,7850000,
 DSO 2      780,          ,          ,          ,          ,-1.07E-01,3.29E-01,3.10E-01,1.39E-02,7858088,
 DSO 1      786,9.21E-01,-1.389,-1.98E-01,6.91E-02,          ,          ,          ,          ,7860000,
 DSO 2      781,          ,          ,          ,          ,3.89E-01,3.10E-01,2.50E-01,9.52E-03,7868088,
 DSO 1      787,7.94E-01,-3.373,2.381,3.69E-02,          ,          ,          ,          ,7870000,
 DSO 2      782,          ,          ,          ,          ,5.08E-01,3.89E-01,3.49E-01,1.83E-02,7878088,
 DSO 1      788,6.83E-01,3.571,2.381,7.62E-02,          ,          ,          ,          ,7880000,
 DSO 2      783,          ,          ,          ,          ,3.10E-01,5.28E-01,4.29E-01,1.67E-02,7888088,
 DSO 1      789,8.25E-01,3.97E-01,3.373,5.24E-02,          ,          ,          ,          ,7890000,
 DSO 2      784,          ,          ,          ,          ,3.49E-01,2.50E-01,4.48E-01,9.92E-03,7898088,
 DSO 1      790,7.78E-01,-2.579,2.183,2.86E-02,          ,          ,          ,          ,7900000,
 DSO 2      785,          ,          ,          ,          ,2.90E-01,7.14E-02,6.87E-01,1.98E-02,7908088,
 DSO 1      791,6.83E-01,-3.571,1.587,2.74E-02,          ,          ,          ,          ,7910000,
 DSO 2      786,          ,          ,          ,          ,3.10E-01,1.11E-01,5.08E-01,1.98E-02,7918088,
 DSO 1      792,6.51E-01,-9.92E-01,-5.95E-01,3.93E-02,          ,          ,          ,          ,7920000,
 DSO 2      787,          ,          ,          ,          ,3.18E-02,4.29E-01,1.71E-01,1.43E-02,7928088,
 DSO 1      793,7.94E-01,0,5.159,3.45E-02,          ,          ,          ,          ,7930000,
 DSO 2      788,          ,          ,          ,          ,1.11E-01,1.31E-01,1.71E-01,1.23E-02,7938088,
 DSO 1      794,5.40E-01,1.98E-01,1.786,6.07E-02,          ,          ,          ,          ,7940000,
 DSO 2      789,          ,          ,          ,          ,1.91E-01,5.16E-02,2.70E-01,4.76E-03,7948088,
 DSO 1      795,1.032,7.94E-01,5.95E-01,2.98E-02,          ,          ,          ,          ,7950000,
 DSO 2      790,          ,          ,          ,          ,4.09E-01,1.31E-01,1.51E-01,1.43E-02,7958088,
 DSO 1      796,9.37E-01,9.92E-01,4.762,4.52E-02,          ,          ,          ,          ,7960000,
 DSO 2      791,          ,          ,          ,          ,2.70E-01,2.10E-01,5.48E-01,7.14E-03,7968088,
 DSO 1      797,7.14E-01,3.97E-01,4.167,5.00E-02,          ,          ,          ,          ,7970000,
 DSO 2      792,          ,          ,          ,          ,5.48E-01,4.29E-01,2.90E-01,1.55E-02,7978088,
 DSO 1      798,8.41E-01,7.94E-01,2.579,5.12E-02,          ,          ,          ,          ,7980000,
 DSO 2      793,          ,          ,          ,          ,3.49E-01,1.19E-02,2.70E-01,1.67E-02,7988088,
 DSO 1      799,7.62E-01,-2.381,4.365,1.79E-02,          ,          ,          ,          ,7990000,
 DSO 2      794,          ,          ,          ,          ,4.68E-01,1.71E-01,2.10E-01,1.59E-02,7998088,
 DSO 1      800,6.35E-01,-1.389,4.762,1.79E-02,          ,          ,          ,          ,8000000,
 DSO 2      795,          ,          ,          ,          ,2.90E-01,2.90E-01,6.87E-01,1.51E-02,8008088,
 DSO 1      801,8.10E-01,-7.94E-01,2.579,3.93E-02,          ,          ,          ,          ,8010000,
 DSO 2      796,          ,          ,          ,          ,2.10E-01,9.13E-02,2.90E-01,7.54E-03,8018088,
 DSO 1      802,7.94E-01,-3.97E-01,3.175,1.31E-02,          ,          ,          ,          ,8020000,
 DSO 2      797,          ,          ,          ,          ,3.89E-01,1.71E-01,2.50E-01,1.27E-02,8028088,
 DSO 1      803,8.41E-01,1.19,1.984,5.12E-02,          ,          ,          ,          ,8030000,
 DSO 2      798,          ,          ,          ,          ,4.88E-01,3.49E-01,2.30E-01,1.51E-02,8038088,
 DSO 1      804,6.51E-01,1.587,3.77,5.12E-02,          ,          ,          ,          ,8040000,
 DSO 2      799,          ,          ,          ,          ,5.08E-01,4.48E-01,4.68E-01,1.27E-02,8048088,
 DSO 1      805,1.079,3.175,5.556,5.83E-02,          ,          ,          ,          ,8050000,
 DSO 2      800,          ,          ,          ,          ,4.88E-01,7.14E-02,4.88E-01,9.92E-03,8058088,
 DSO 1      806,7.78E-01,1.984,2.778,4.05E-02,          ,          ,          ,          ,8060000,
 DSO 2      801,          ,          ,          ,          ,6.87E-01,1.19E-02,2.50E-01,8.73E-03,8068088,
 DSO 1      807,8.10E-01,-3.175,2.381,2.98E-02,          ,          ,          ,          ,8070000,
 DSO 2      802,          ,          ,          ,          ,5.16E-02,1.71E-01,3.89E-01,2.46E-02,8078088,
 DSO 1      808,8.41E-01,1.98E-01,1.389,2.26E-02,          ,          ,          ,          ,8080000,
 DSO 2      803,          ,          ,          ,          ,2.50E-01,9.13E-02,3.69E-01,2.58E-02,8088088,
 DSO 1      809,6.67E-01,0,2.381,3.21E-02,          ,          ,          ,          ,8090000,
 DSO 2      804,          ,          ,          ,          ,4.48E-01,3.18E-02,3.49E-01,6.35E-03,8098088,
 DSO 1      810,8.41E-01,1.389,9.92E-01,3.45E-02,          ,          ,          ,          ,8100000,
 DSO 2      805,          ,          ,          ,          ,4.68E-01,1.71E-01,4.68E-01,1.11E-02,8108088,
 DSO 1      811,6.51E-01,-9.92E-01,2.183,3.21E-02,          ,          ,          ,          ,8110000,
 DSO 2      806,          ,          ,          ,          ,1.71E-01,3.29E-01,-2.78E-02,1.43E-02,8118088,
 DSO 1      812,1.016,-9.92E-01,4.167,5.83E-02,          ,          ,          ,          ,8120000,
 DSO 2      807,          ,          ,          ,          ,1.31E-01,-8.73E-02,2.90E-01,1.47E-02,8128088,
 DSO 1      813,7.94E-01,5.95E-01,1.389,4.88E-02,          ,          ,          ,          ,8130000,
 DSO 2      808,          ,          ,          ,          ,1.91E-01,-1.27E-01,4.09E-01,1.39E-02,8138088,
 DSO 1      814,7.46E-01,2.778,3.175,5.60E-02,          ,          ,          ,          ,8140000,
 DSO 2      809,          ,          ,          ,          ,-1.27E-01,3.29E-01,3.29E-01,1.63E-02,8148088,
 DSO 1      815,6.03E-01,5.95E-01,2.381,2.98E-02,          ,          ,          ,          ,8150000,
 DSO 2      810,          ,          ,          ,          ,5.68E-01,3.49E-01,2.50E-01,2.02E-02,8158088,
 DSO 1      816,5.87E-01,-9.92E-01,2.976,3.81E-02,          ,          ,          ,          ,8160000,
 DSO 2      811,          ,          ,          ,          ,1.91E-01,1.19E-02,5.08E-01,1.23E-02,8168088,
 DSO 1      817,5.71E-01,1.19,4.167,3.93E-02,          ,          ,          ,          ,8170000,
 DSO 2      812,          ,          ,          ,          ,1.51E-01,3.89E-01,3.69E-01,1.03E-02,8178088,
 DSO 1      818,5.24E-01,-2.183,1.984,2.02E-02,          ,          ,          ,          ,8180000,
 DSO 2      813,          ,          ,          ,          ,7.14E-02,-1.27E-01,3.18E-02,3.18E-03,8188088,
 DSO 1      819,1.476,-2.579,4.365,5.24E-02,          ,          ,          ,          ,8190000,
 DSO 2      814,          ,          ,          ,          ,4.68E-01,4.29E-01,3.69E-01,1.15E-02,8198088,
 DSO 1      820,2.222,3.968,1.19,5.60E-02,          ,          ,          ,          ,8200000,
 DSO 2      815,          ,          ,          ,          ,1.71E-01,-7.94E-03,4.48E-01,1.19E-02,8208088,
 DSO 1      821,3.317,3.97E-01,3.968,6.55E-02,          ,          ,          ,          ,8210000,
 DSO 2      816,          ,          ,          ,          ,3.49E-01,2.10E-01,8.06E-01,1.19E-02,8218088,
 DSO 1      822,3.365,1.389,1.19,3.45E-02,          ,          ,          ,          ,8220000,
 DSO 2      817,          ,          ,          ,          ,-2.78E-02,1.19E-02,1.91E-01,1.67E-02,8228088,
 DSO 1      823,3.222,5.95E-01,1.587,4.41E-02,          ,          ,          ,          ,8230000,
 DSO 2      818,          ,          ,          ,          ,4.48E-01,1.51E-01,8.06E-01,1.87E-02,8238088,
 DSO 1      824,3.016,7.94E-01,4.563,2.98E-02,          ,          ,          ,          ,8240000,
 DSO 2      819,          ,          ,          ,          ,6.67E-01,3.69E-01,2.90E-01,1.51E-02,8248088,
 DSO 1      825,3.079,-5.95E-01,1.587,4.64E-02,          ,          ,          ,          ,8250000,
 DSO 2      820,          ,          ,          ,          ,1.91E-01,3.18E-02,1.91E-01,7.94E-03,8258088,
 DSO 1      826,2.968,-1.98E-01,1.98E-01,4.17E-02,          ,          ,          ,          ,8260000,
 DSO 2      821,          ,          ,          ,          ,1.11E-01,2.50E-01,-4.76E-02,3.18E-03,8268088,
 DSO 1      827,2.825,2.778,7.94E-01,4.64E-02,          ,          ,          ,          ,8270000,
 DSO 2      822,          ,          ,          ,          ,3.10E-01,-1.47E-01,9.13E-02,7.54E-03,8278088,
 DSO 1      828,2.873,2.778,1.98E-01,4.29E-02,          ,          ,          ,          ,8280000,
 DSO 2      823,          ,          ,          ,          ,3.10E-01,1.31E-01,5.28E-01,1.23E-02,8288088,
 DSO 1      829,2.794,4.167,0,4.52E-02,          ,          ,          ,          ,8290000,
 DSO 2      824,          ,          ,          ,          ,4.29E-01,3.89E-01,4.88E-01,3.57E-03,8298088,
 DSO 1      830,2.667,3.175,2.183,4.17E-02,          ,          ,          ,          ,8300000,
 DSO 2      825,          ,          ,          ,          ,2.90E-01,1.31E-01,3.89E-01,1.55E-02,8308088,
 DSO 1      831,2.619,-1.786,-1.98E-01,3.45E-02,          ,          ,          ,          ,8310000,
 DSO 2      826,          ,          ,          ,          ,7.14E-02,2.30E-01,3.69E-01,2.18E-02,8318088,
 DSO 1      832,2.429,-1.98E-01,3.571,4.41E-02,          ,          ,          ,          ,8320000,
 DSO 2      827,          ,          ,          ,          ,2.50E-01,2.30E-01,4.88E-01,1.67E-02,8328088,
 DSO 1      833,2.476,-7.94E-01,2.381,4.41E-02,          ,          ,          ,          ,8330000,
 DSO 2      828,          ,          ,          ,          ,1.71E-01,-1.47E-01,6.07E-01,1.67E-02,8338088,
 DSO 1      834,2.238,1.19,2.381,3.33E-02,          ,          ,          ,          ,8340000,
 DSO 2      829,          ,          ,          ,          ,5.16E-02,3.69E-01,2.10E-01,9.92E-03,8348088,
 DSO 1      835,2.365,-1.984,3.571,2.50E-02,          ,          ,          ,          ,8350000,
 DSO 2      830,          ,          ,          ,          ,1.91E-01,1.71E-01,2.30E-01,7.14E-03,8358088,
 DSO 1      836,2.27,1.98E-01,3.571,3.81E-02,          ,          ,          ,          ,8360000,
 DSO 2      831,          ,          ,          ,          ,1.71E-01,2.70E-01,3.29E-01,1.07E-02,8368088,
 DSO 1      837,2.587,9.92E-01,3.175,4.52E-02,          ,          ,          ,          ,8370000,
 DSO 2      832,          ,          ,          ,          ,6.27E-01,1.31E-01,4.29E-01,5.95E-03,8378088,
 DSO 1      838,2.444,-9.92E-01,2.778,5.36E-02,          ,          ,          ,          ,8380000,
 DSO 2      833,          ,          ,          ,          ,3.29E-01,7.14E-02,3.10E-01,1.15E-02,8388088,
 DSO 1      839,2.143,1.587,3.77,4.76E-02,          ,          ,          ,          ,8390000,
 DSO 2      834,          ,          ,          ,          ,3.49E-01,1.91E-01,5.68E-01,7.54E-03,8398088,
 DSO 1      840,1.968,-2.778,5.754,4.41E-02,          ,          ,          ,          ,8400000,
 DSO 2      835,          ,          ,          ,          ,4.09E-01,1.91E-01,3.29E-01,1.27E-02,8408088,
 DSO 1      841,1.952,-2.381,1.19,4.17E-02,          ,          ,          ,          ,8410000,
 DSO 2      836,          ,          ,          ,          ,3.10E-01,3.49E-01,4.88E-01,1.23E-02,8418088,
 DSO 1      842,2.222,-1.984,-9.92E-01,4.64E-02,          ,          ,          ,          ,8420000,
 DSO 2      837,          ,          ,          ,          ,2.70E-01,1.11E-01,-2.26E-01,8.73E-03,8428088,
 DSO 1      843,2.143,-1.98E-01,3.77,3.57E-02,          ,          ,          ,          ,8430000,
 DSO 2      838,          ,          ,          ,          ,1.51E-01,3.89E-01,-1.87E-01,1.23E-02,8438088,
 DSO 1      844,2.349,3.77,5.952,4.17E-02,          ,          ,          ,          ,8440000,
 DSO 2      839,          ,          ,          ,          ,3.18E-02,3.29E-01,5.08E-01,1.11E-02,8448088,
 DSO 1      845,2.286,-3.97E-01,2.778,6.31E-02,          ,          ,          ,          ,8450000,
 DSO 2      840,          ,          ,          ,          ,4.29E-01,1.19E-02,3.89E-01,5.56E-03,8458088,
 DSO 1      846,2.381,2.778,4.167,5.83E-02,          ,          ,          ,          ,8460000,
 DSO 2      841,          ,          ,          ,          ,1.31E-01,3.18E-02,3.49E-01,1.19E-02,8468088,
 DSO 1      847,2.254,2.381,3.97E-01,5.00E-02,          ,          ,          ,          ,8470000,
 DSO 2      842,          ,          ,          ,          ,3.89E-01,3.18E-02,4.29E-01,1.87E-02,8478088,
 DSO 1      848,1.905,1.98E-01,3.571,4.29E-02,          ,          ,          ,          ,8480000,
 DSO 2      843,          ,          ,          ,          ,2.70E-01,4.09E-01,7.66E-01,1.27E-02,8488088,
 DSO 1      849,2.286,-3.97E-01,1.98E-01,3.93E-02,          ,          ,          ,          ,8490000,
 DSO 2      844,          ,          ,          ,          ,1.91E-01,9.13E-02,6.67E-01,2.10E-02,8498088,
 DSO 1      850,2.444,1.19,2.579,3.69E-02,          ,          ,          ,          ,8500000,
 DSO 2      845,          ,          ,          ,          ,1.51E-01,1.71E-01,1.91E-01,1.43E-02,8508088,
 DSO 1      851,2.825,1.786,1.98E-01,-2.38E-03,          ,          ,          ,          ,8510000,
 DSO 2      846,          ,          ,          ,          ,4.09E-01,1.51E-01,-2.78E-02,1.94E-02,8518088,
 DSO 1      852,2.587,-9.92E-01,4.167,5.71E-02,          ,          ,          ,          ,8520000,
 DSO 2      847,          ,          ,          ,          ,1.11E-01,2.30E-01,3.69E-01,1.01E-01,8528088,
 DSO 1      853,2.984,0,1.587,4.76E-03,          ,          ,          ,          ,8530000,
 DSO 2      848,          ,          ,          ,          ,2.70E-01,4.09E-01,3.10E-01,-792.1u  ,8538088,
 DSO 1      854,-3.17E-02,3.97E-01,9.92E-01,2.87E-01,          ,          ,          ,          ,8540000,
 DSO 2      849,          ,          ,          ,          ,3.49E-01,2.70E-01,4.48E-01,-792.1u  ,8548088,
 DSO 1      855,2.333,3.97E-01,-5.95E-01,1.21E-01,          ,          ,          ,          ,8550000,
 DSO 2      850,          ,          ,          ,          ,2.30E-01,1.51E-01,1.31E-01,-792.1u  ,8558088,
 DSO 1      856,2.984,-1.786,5.95E-01,-2.38E-03,          ,          ,          ,          ,8560000,
 DSO 2      851,          ,          ,          ,          ,4.29E-01,1.19E-02,4.09E-01,-792.1u  ,8568088,
 DSO 1      857,4.032,-7.94E-01,2.976,-2.38E-03,          ,          ,          ,          ,8570000,
 DSO 2      852,          ,          ,          ,          ,1.91E-01,2.30E-01,6.87E-01,-792.1u  ,8578088,
 DSO 1      858,1.59E-01,9.92E-01,1.587,4.29E-02,          ,          ,          ,          ,8580000,
 DSO 2      853,          ,          ,          ,          ,5.87E-01,1.91E-01,3.49E-01,-792.1u  ,8588088,
 DSO 1      859,-3.17E-02,1.19,2.183,3.02E-01,          ,          ,          ,          ,8590000,
 DSO 2      854,          ,          ,          ,          ,3.10E-01,2.50E-01,1.91E-01,-792.1u  ,8598088,
 DSO 1      860,4.032,3.97E-01,2.579,3.02E-01,          ,          ,          ,          ,8600000,
 DSO 2      855,          ,          ,          ,          ,1.19E-02,1.11E-01,3.49E-01,-792.1u  ,8608088,
 DSO 1      861,4.032,-5.95E-01,-1.98E-01,-2.38E-03,          ,          ,          ,          ,8610000,
 DSO 2      856,          ,          ,          ,          ,2.30E-01,1.91E-01,1.31E-01,1.01E-01,8618088,
 DSO 1      862,1.91E-01,7.94E-01,3.373,-2.38E-03,          ,          ,          ,          ,8620000,
 DSO 2      857,          ,          ,          ,          ,3.89E-01,1.51E-01,7.14E-02,9.21E-02,8628088,
 DSO 1      863,2.222,2.183,7.94E-01,-2.38E-03,          ,          ,          ,          ,8630000,
 DSO 2      858,          ,          ,          ,          ,3.69E-01,3.18E-02,5.08E-01,-792.1u  ,8638088,
 DSO 1      864,1.111,1.389,1.389,3.02E-01,          ,          ,          ,          ,8640000,
 DSO 2      859,          ,          ,          ,          ,3.89E-01,3.29E-01,2.30E-01,-792.1u  ,8648088,
